"probe","gene","meth_weight","expr_weight"
"cg25712981","NNAT",0.198601424694061,-0.239395096898079
"cg06856570","NFATC1",-0.171091198921204,-0.136440321803093
"cg26514430","PCDHA6",0.0915635898709297,0.0069580003619194
"cg26514430","PCDHA2",0.0915635898709297,-0.0751092359423637
"cg26514430","PCDHA9",0.0915635898709297,-0.129740446805954
"cg26514430","PCDHA7",0.0915635898709297,-0.107044607400894
"cg26514430","PCDHA5",0.0915635898709297,-0.110327325761318
"cg26514430","PCDHA11",0.0915635898709297,-0.0478590615093708
"cg26514430","PCDHA10",0.0915635898709297,-0.00998365320265293
"cg26514430","PCDHA3",0.0915635898709297,0.0395956560969353
"cg26514430","PCDHA4",0.0915635898709297,-0.0717670917510986
"cg07648238","LTBR",-0.196155235171318,0.104952730238438
"cg05238741","FIGNL2",0.17580458521843,0.117355927824974
"cg26309194","TMPRSS2",-0.367712795734406,-0.237772464752197
"cg08638320","FOXD2",0.295126676559448,-0.130094766616821
"cg19246110","ZNF671",-0.0085756741464138,0.0668168663978577
"cg12119111","NHLRC1",-0.189300939440727,0.295982718467712
"cg12961842","ZNF418",-0.0534528791904449,0.0432802736759186
"cg13680188","GATA4",0.217266052961349,0.406899303197861
"cg22927510","TYMP",0.112142339348793,0.0815437957644463
"cg22541254","GRIK2",0.0694863945245743,0.207981899380684
"cg18055623","CACNG8",0.144811242818832,0.0726087242364883
"cg16795466","GATA4",0.216558218002319,0.406899303197861
"cg24161057","TSTD1",-0.225221887230873,0.290863007307053
"cg21872764","CLDN5",0.162438079714775,-0.00086486927466467
"cg13668618","ZNF418",-0.0480587780475616,0.0432802736759186
"cg15691862","FOXD2",0.0884388610720634,-0.130094766616821
"cg09974661","COLEC11",-0.0575130917131901,-0.148640364408493
"cg18676237","SERPINB9",0.134971931576729,-0.288680523633957
"cg05331082","NMNAT3",0.305997431278229,-0.362738996744156
"cg03132166","FAM83F",-0.283811509609222,0.0630721598863602
"cg00701946","GPR75",-0.0547252371907234,0.0809555649757385
"cg27028555","FLI1",0.138294115662575,-0.239132910966873
"cg11873482","TAC1",0.281714349985123,-0.0496072359383106
"cg12009516","EXOC3L2",0.352084338665009,0.0864109918475151
"cg08935125","CLDN6",0.120575681328773,-0.210279390215874
"cg12318501","ADM2",0.0153875714167953,0.150252357125282
"cg16094412","RNF207",0.0142941568046808,-0.193225473165512
"cg13166213","GATA4",0.253902018070221,0.406899303197861
"cg19808825","TTC22",-0.0704266503453255,0.170301854610443
"cg25590392","TMEM52",0.366102635860443,-0.2085330337286
"cg25313172","KRT7",0.0676781535148621,-0.183996364474297
"cg05329888","TYMP",0.121831253170967,0.0815437957644463
"cg18559136","MOCOS",0.050584901124239,0.115130566060543
"cg19878627","GPR75",-0.0437361262738705,0.0809555649757385
"cg12184886","MYO15B",-0.224830120801926,0.19140699505806
"cg04478428","SLC17A9",-0.182100147008896,0.236414402723312
"cg04586579","SDR42E1",-0.0401371009647846,-0.00948543287813663
"cg18193094","GRIK2",0.078187882900238,0.207981899380684
"cg23965061","TNFRSF10C",0.00870022363960743,-0.0284174624830484
"cg10172584","YJEFN3",0.0747193843126297,0.0578776523470879
"cg04513006","ESRP2",-0.120618417859077,0.105576306581497
"cg19725903","PLBD1",0.0320310667157173,0.0459952019155025
"cg14982276","TMPRSS2",-0.382968634366989,-0.237772464752197
"cg01503065","DCHS2",-0.298302680253983,0.0658039525151253
"cg17210938","TACSTD2",-0.0107176313176751,-0.101311214268208
"cg02539083","TAC1",0.273442178964615,-0.0496072359383106
"cg13778709","APCDD1L",-0.200354814529419,-0.180514946579933
"cg12606911","CD8A",-0.159558102488518,0.0144659131765366
"cg04413320","PCDH17",-0.0207376386970282,-0.185819312930107
"cg13933262","PCDHGA4",0.0104426760226488,-0.105134986341
"cg13933262","PCDHGA9",0.0104426760226488,0.0736255347728729
"cg13933262","PCDHGA1",0.0104426760226488,-0.149534732103348
"cg13933262","PCDHGB1",0.0104426760226488,-0.108566403388977
"cg13933262","PCDHGB7",0.0104426760226488,-0.0607070252299309
"cg13933262","PCDHGB6",0.0104426760226488,0.172925367951393
"cg13933262","PCDHGB3",0.0104426760226488,-0.0428781770169735
"cg13933262","PCDHGA6",0.0104426760226488,0.0668046176433563
"cg13933262","PCDHGA8",0.0104426760226488,-0.0331630483269691
"cg13933262","PCDHGA10",0.0104426760226488,0.162658289074898
"cg13933262","PCDHGA5",0.0104426760226488,0.0410476922988892
"cg13933262","PCDHGA3",0.0104426760226488,-0.115089640021324
"cg13933262","PCDHGA2",0.0104426760226488,-0.0863183066248894
"cg13933262","PCDHGB2",0.0104426760226488,-0.126638650894165
"cg13933262","PCDHGA7",0.0104426760226488,0.0100882649421692
"cg13933262","PCDHGB5",0.0104426760226488,0.0375397317111492
"cg18533282","SPATA18",-0.0533450357615948,-0.206691101193428
"cg15611336","RPP25",0.263084709644318,-0.0278003867715597
"cg15790820","ASCL2",0.072750099003315,-0.249864622950554
"cg08659394","B3GNT9",0.155908197164536,-0.118097066879272
"cg20939723","SP5",-0.188779041171074,-0.718475103378296
"cg07901138","TDRD5",-0.065739206969738,0.0576677098870277
"cg22487177","MOCOS",0.0518304444849491,0.115130566060543
"cg20574490","GRHL2",-0.0325362235307693,-0.287180930376053
"cg17094014","MDFI",-0.170474708080292,-0.410025537014008
"cg21449150","SPATA18",-0.0884023681282997,-0.206691101193428
"cg04809453","SOX8",-0.0357431881129742,-0.508152604103088
"cg16080552","TACSTD2",-0.0445078574120998,-0.101311214268208
"cg21304453","SLC4A11",-0.102169759571552,0.108017630875111
"cg14348532","CALCA",-0.2769835293293,0.272942692041397
"cg23770904","GATA5",-0.171208947896957,-0.0889024212956429
"cg14631053","SSTR4",-0.3692906498909,-0.00269253947772086
"cg05339066","RNLS",-0.129469260573387,0.134912475943565
"cg14913111","HPDL",0.0306933745741844,-0.0485633797943592
"cg01446907","RAB3A",0.133053511381149,0.0126955443993211
"cg13790727","NNAT",0.198107346892357,-0.239395096898079
"cg05019168","TRIP4",-0.031850665807724,0.0760841220617294
"cg02714192","NFATC1",-0.0734618753194809,-0.136440321803093
"cg04863005","TACSTD2",-0.0334141440689564,-0.101311214268208
"cg25235766","CACNG8",0.179006472229958,0.0726087242364883
"cg03644271","LDHA",-0.0867621749639511,-0.0194326043128967
"cg24864511","HES2",0.233710810542107,0.127061784267426
"cg06347739","ASCL2",0.161113411188126,-0.249864622950554
"cg10452531","LTBR",-0.186021238565445,0.104952730238438
"cg12271981","SLITRK5",-0.0931078121066093,0.274436920881271
"cg07921625","PCDH17",-0.0427610911428928,-0.185819312930107
"cg26810779","CBFA2T3",-0.147332206368446,-0.199190780520439
"cg22606205","PKP1",-0.0536014698445797,-0.00571831129491329
"cg17733616","SLC16A5",0.158776298165321,0.0555538721382618
"cg23831143","TNFRSF10C",0.127183273434639,-0.0284174624830484
"cg15800530","ZP3",-0.095538504421711,-0.100352488458157
"cg03414321","HCK",0.030341375619173,0.0395213291049004
"cg23994043","SATB2",-0.0867452174425125,-0.279948949813843
"cg03780851","GRHL2",0.00526830833405256,-0.287180930376053
"cg14676407","CPXM2",0.0570611841976643,-0.185189515352249
"cg26104781","KCNQ1",0.0921930372714996,0.0216884948313236
"cg07426195","FBXO2",0.268937706947327,0.0451576113700867
"cg02723904","TRIM59",0.041602436453104,-0.021328816190362
"cg17158414","KRTCAP3",0.0865340530872345,-0.00831109564751387
"cg05124129","CPNE8",0.0375733524560928,0.225152358412743
"cg16960291","NFATC1",0.000922234146855772,-0.136440321803093
"cg10245048","TNFRSF10A",-0.1894311606884,0.209732860326767
"cg26360792","HAAO",-0.00465019652619958,-0.156708791851997
"cg01943874","CD40",0.177852883934975,0.0450716726481915
"cg13360823","CACNG6",-0.0758445486426353,0.057162769138813
"cg27425612","LAD1",-0.0920284241437912,0.0945713147521019
